State,Location,Address,City,Facility,Hours,Phone Number,Eligibility,Link
Tennessee,Athens Regional park,101 Regional park Drive,Athens,Drive-thru,noon-3,833-556-2476,,
Tennessee,B&K Grocery parking lot,8460 Highway 111,Byrdstown,Drive-thru,1-4,833-556-2476,,
Tennessee,Brighton High School,8045 Highway 51 South,Brighton,Drive-thru,noon-3,833-556-2476,,
Tennessee,Burritt College,445 College St.,Spencer,Drive-thru,3 p.m. to 6 p.m.,833-556-2476,,
Tennessee,Camp Jordan Park- Cherokee Health,323 Camp Jordan Rd,East Ridge,Drive-thru,09:00 am 4:30 pm,,,https://www.thelittleclinic.com/drivethru-testing
Tennessee,Campbell County Health Department,162 Sharp-Perkins Road,Jacksboro,Drive-thru,,423-562-8351,,https://www.tn.gov/health/cedep/ncov/remote-assessment-sites.html
Tennessee,CareNow Urgent Care,2017 Mallory Lane,Franklin,Clinic,"Mon—Fri 8AM—7PM, Sat—Sun 8AM—5PM",(615) 656-3239,,https://www.carenow.com/patient-services/medical-tests/covid-19.dot
Tennessee,CareNow Urgent Care,280 Indian Lake Blvd,Hendersonville,Clinic,"Mon—Fri 8AM—7PM, Sat—Sun 8AM—5PM",(615) 590-1440,,https://www.carenow.com/patient-services/medical-tests/covid-19.dot
Tennessee,CareNow Urgent Care,5225 Old Hickory Blvd,Hermitage,Clinic,"Mon—Fri 8AM—7PM, Sat—Sun 8AM—5PM",(615) 938-7190,,https://www.carenow.com/patient-services/medical-tests/covid-19.dot
Tennessee,CareNow Urgent Care,1705 W Main St,Lebanon,Clinic,"Mon—Fri 8AM—7PM, Sat—Sun 8AM—5PM",(615) 938-7171,,https://www.carenow.com/patient-services/medical-tests/covid-19.dot
Tennessee,CareNow Urgent Care,2003 Gallatin Pike,Madison,Clinic,"Mon—Fri 8AM—7PM, Sat—Sun 8AM—5PM",(615) 846-9850,,https://www.carenow.com/patient-services/medical-tests/covid-19.dot
Tennessee,CareNow Urgent Care,669 S Mt Juliet Rd,Mt. Juliet,Clinic,"Mon—Fri 8AM—7PM, Sat—Sun 8AM—5PM",(615) 541-4545,,https://www.carenow.com/patient-services/medical-tests/covid-19.dot
Tennessee,CareNow Urgent Care,"2105 Memorial Blvd, Suite B",Murfreesboro,Clinic,"Mon—Fri 8AM—7PM, Sat—Sun 8AM—5PM",(615) 410-4099,,https://www.carenow.com/patient-services/medical-tests/covid-19.dot
Tennessee,CareNow Urgent Care,"3031 Medical Center Parkway, Suite B",Murfreesboro,Clinic,"Mon—Fri 8AM—7PM, Sat—Sun 8AM—5PM",(615) 846-8585,,https://www.carenow.com/patient-services/medical-tests/covid-19.dot
Tennessee,CareNow Urgent Care,2372 Lebanon Pike,Nashville,Clinic,"Mon—Fri 8AM—7PM, Sat—Sun 8AM—5PM",(615) 610-1756,,https://www.carenow.com/patient-services/medical-tests/covid-19.dot
Tennessee,CareNow Urgent Care,"3404 West End Ave, Suite 101",Nashville,Clinic,"Mon—Fri 8AM—7PM, Sat—Sun 8AM—5PM",(615) 866-4238,,https://www.carenow.com/patient-services/medical-tests/covid-19.dot
Tennessee,CareNow Urgent Care,1214 Gallatin Ave,Nashville,Clinic,"Mon—Fri 8AM—7PM, Sat—Sun 8AM—5PM",(615) 988-1620,,https://www.carenow.com/patient-services/medical-tests/covid-19.dot
Tennessee,CareNow Urgent Care,5304 Cane Ridge Rd,Nashville,Clinic,"Mon—Fri 8AM—7PM, Sat—Sun 8AM—5PM",615-846-4545,,https://www.carenow.com/patient-services/medical-tests/covid-19.dot
Tennessee,Chattanooga State Community College,"2100 Main St., Kimball",Kimball,Drive-thru,9-noon,833-556-2476,,
Tennessee,Claiborne County Health Department,620 Davis St.,New Tazewell,Drive-thru,9-noon,833-556-2476,,https://www.tn.gov/health/news/2020/4/15/covid-19-drive-through-testing-locations-open-this-weekend-statewide.html
Tennessee,Coffee County Admin Plaza,1329 McArthur St,Manchester,Drive-thru,12-3,,,https://www.tn.gov/health/news/2020/4/15/covid-19-drive-through-testing-locations-open-this-weekend-statewide.html
Tennessee,Coffee County Health Department,800 Park Street,Manchester,Drive-thru,,931-723-5134,,https://www.tn.gov/health/cedep/ncov/remote-assessment-sites.html
Tennessee,Complete Health Partners,6746 Charlotte Pike,Nashville,Drive-thru,,629-203-7858,,https://www.tn.gov/health/cedep/ncov/remote-assessment-sites.html
Tennessee,CVS Health COVID-19 Testing Site,6670 Stage Road,Bartlett,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Tennessee,CVS Health COVID-19 Testing Site,"330 Franklin Road, Suite 302",Brentwood,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Tennessee,CVS Health COVID-19 Testing Site,5501 Brainerd Road,Chattanooga,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Tennessee,CVS Health COVID-19 Testing Site,4700 Highway 58,Chattanooga,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Tennessee,CVS Health COVID-19 Testing Site,2424 North Ocoee Street,Cleveland,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Tennessee,CVS Health COVID-19 Testing Site,1026 West Avenue North,Crossville,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Tennessee,CVS Health COVID-19 Testing Site,1154 Liberty Pike,Franklin,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Tennessee,CVS Health COVID-19 Testing Site,101 Glen Oak Boulevard,Hendersonville,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Tennessee,CVS Health COVID-19 Testing Site,4402 Lebanon Road,Hermitage,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Tennessee,CVS Health COVID-19 Testing Site,5120 Highway 153,Hixson,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Tennessee,CVS Health COVID-19 Testing Site,2111 North Roan Street #35,Johnson City,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Tennessee,CVS Health COVID-19 Testing Site,840 West Market Street,Johnson City,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Tennessee,CVS Health COVID-19 Testing Site,4500 East Emory Road,Knoxville,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Tennessee,CVS Health COVID-19 Testing Site,9175 Kingston Pike,Knoxville,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Tennessee,CVS Health COVID-19 Testing Site,6005 Kingston Pike,Knoxville,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Tennessee,CVS Health COVID-19 Testing Site,9137 Middlebrook Pike,Knoxville,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Tennessee,CVS Health COVID-19 Testing Site,9435 South Northshore Drive,Knoxville,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Tennessee,CVS Health COVID-19 Testing Site,1200 Gallatin Pike South,Madison,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Tennessee,CVS Health COVID-19 Testing Site,103 Foothills Mall Road,Maryville,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Tennessee,CVS Health COVID-19 Testing Site,3502 Park Avenue,Memphis,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Tennessee,CVS Health COVID-19 Testing Site,5055 Stage Road,Memphis,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Tennessee,CVS Health COVID-19 Testing Site,2115 Union Ave,Memphis,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Tennessee,CVS Health COVID-19 Testing Site,6116 Quince Road,Memphis,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Tennessee,CVS Health COVID-19 Testing Site,2398 New Salem Highway,Murfreesboro,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Tennessee,CVS Health COVID-19 Testing Site,4058 Franklin Road,Murfreesboro,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Tennessee,CVS Health COVID-19 Testing Site,2500 Lebanon Pike,Nashville,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Tennessee,CVS Health COVID-19 Testing Site,5521 Charlotte Pike,Nashville,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Tennessee,CVS Health COVID-19 Testing Site,3700 Kings Lane,Nashville,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Tennessee,CVS Health COVID-19 Testing Site,2788 Murfreesboro Pike,Nashville,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Tennessee,CVS Health COVID-19 Testing Site,735 Harding Place,Nashville,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Tennessee,CVS Health COVID-19 Testing Site,14299 Old Nashville Hwy.,Smyrna,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Tennessee,CVS Health COVID-19 Testing Site,903 Memorial Boulevard,Springfield,Drive-thru,,,schedule here: https://www.cvs.com/minuteclinic/covid-19-testing,
Tennessee,Dickson County Health Department,301 West End Ave.,Dickson,Drive-thru,11 a.m. to 2 p.m.,833-556-2476,,https://www.tn.gov/health/news/2020/4/15/covid-19-drive-through-testing-locations-open-this-weekend-statewide.html
Tennessee,"Dickson Medical Associates, PC",758 TN-46,Dickson,Drive-thru,"7 a.m. to 5 pm.m MF, 8 a.m. to 4 p.m. SS",615-446-1392,,https://www.tn.gov/health/cedep/ncov/remote-assessment-sites.html
Tennessee,East Tennessee Medical Group,266 Joule Street,Alcoa,Drive-thru,8am to 5pm,,"temp over 100.4, cough or shortness of breath",https://blountmemorial.org/secondary.php?nid=620
Tennessee,East Tennessee State University,1276 Gilbreath Drive,Johnson City,Drive-thru,9 a.m. to 3 p.m.,833-556-2476,,https://www.etsu.edu/etsu-news/2020/03-march/covid-19-testing.php
Tennessee,Family Medical Clinic,209 Irish Cemetery Road,Tazewell,Drive-thru,2-5,423-869-3684,existing patients only; symptomatic,https://www.tn.gov/health/cedep/ncov/remote-assessment-sites.html
Tennessee,Fast Pace Health Urgent Care,150 Hutton Place,Ashland City,Clinic,Mon—Fri 8AM—8PM; Sat 8AM—6PM; Sun 1PM—5PM,615-792-2223,,https://www.fastpacehealth.com/locations/?StateId=Tennessee
Tennessee,Fast Pace Health Urgent Care,1359 West Market St,Bolivar,Clinic,Mon—Fri 8AM—8PM; Sat 8AM—6PM; Sun 1PM—5PM,731-361-1003,,https://www.fastpacehealth.com/locations/?StateId=Tennessee
Tennessee,Fast Pace Health Urgent Care,1137 S Dupree St,Brownsville,Clinic,Mon—Fri 8AM—8PM; Sat 8AM—6PM; Sun 1PM—5PM,731-361-1003,,https://www.fastpacehealth.com/locations/?StateId=Tennessee
Tennessee,Fast Pace Health Urgent Care,4696 Nashville Hwy,Chapel Hill,Clinic,Mon—Fri 8AM—8PM; Sat 8AM—6PM; Sun 1PM—5PM,931-364-5231,,https://www.fastpacehealth.com/locations/?StateId=Tennessee
Tennessee,Fast Pace Health Urgent Care,1618 Hwy 51 S,Covington,Clinic,Mon—Fri 8AM—8PM; Sat 8AM—6PM; Sun 1PM—5PM,901-313-9274,,https://www.fastpacehealth.com/locations/?StateId=Tennessee
Tennessee,Fast Pace Health Urgent Care,718 East College S,Dickson,Clinic,Mon—Fri 7AM—7PM; Sat 8AM—6PM; Sun 1PM—5PM,615-560-7016,,https://www.fastpacehealth.com/locations/?StateId=Tennessee
Tennessee,Fast Pace Health Urgent Care,750 West Highway 51 Bypass,Dyersburg,Clinic,Mon—Fri 8AM—8PM; Sat 8AM—6PM; Sun 1PM—5PM,731-325-3473,,https://www.fastpacehealth.com/locations/?StateId=Tennessee
Tennessee,Fast Pace Health Urgent Care,2377 Fairview Blvd,Fairview,Clinic,Mon—Fri 8AM—8PM; Sat 8AM—6PM; Sun 1PM—5PM,615-799-0101,,https://www.fastpacehealth.com/locations/?StateId=Tennessee
Tennessee,Fast Pace Health Urgent Care,603 Craft St,Holly Springs,Clinic,Mon—Fri 8AM—8PM; Sat 8AM—6PM; Sun 1PM—5PM,662-333-8070,,https://www.fastpacehealth.com/locations/?StateId=Tennessee
Tennessee,Fast Pace Health Urgent Care,641 E Commerce St,Lewisburg,Clinic,Mon—Fri 8AM—8PM; Sat 8AM—6PM; Sun 1PM—5PM,931-359-4555,,https://www.fastpacehealth.com/locations/?StateId=Tennessee
Tennessee,Fast Pace Health Urgent Care,8188 Hwy 51 N,Millington,Clinic,Mon—Fri 8AM—8PM; Sat 8AM—6PM; Sun 1PM—5PM,901-614-4455,,https://www.fastpacehealth.com/locations/?StateId=Tennessee
Tennessee,Fast Pace Health Urgent Care,7400 Hwy 64,Oakland,Clinic,Mon—Fri 8AM—8PM; Sat 8AM—6PM; Sun 1PM—5PM,901-424-0346,,https://www.fastpacehealth.com/locations/?StateId=Tennessee
Tennessee,Fast Pace Health Urgent Care,1401 N. Main St,Shelbyville,Clinic,Mon—Fri 8AM—8PM; Sat 8AM—6PM; Sun 1PM—5PM,931-488-8895,,https://www.fastpacehealth.com/locations/?StateId=Tennessee
Tennessee,Fast Pace Health Urgent Care,1609 Jones St,Springfield,Clinic,Mon—Fri 8AM—8PM; Sat 8AM—6PM; Sun 1PM—5PM,615-433-8201,,https://www.fastpacehealth.com/locations/?StateId=Tennessee
Tennessee,Fast Pace Health Urgent Care,9002 Sparta Pike,Watertown,Clinic,Mon—Fri 8AM—8PM; Sat 8AM—6PM; Sun 1PM—5PM,615-697-6836,,https://www.fastpacehealth.com/locations/?StateId=Tennessee
Tennessee,Former K-Mart parking lot,2491 Murfreesboro Pike,Nashville,Drive-thru,MWF 9- 3,615-862-7777,need phone screening,https://www.tn.gov/health/cedep/ncov/remote-assessment-sites.html
Tennessee,Gellatin High School,700 Dan P. Herron Drive,Gallatin,Drive-thru,9-noon,833-556-2476,,
Tennessee,Grainger County Health Department,185 Justice Center Drive,Rutledge,Drive-thru,9-noon,833-556-2476,,
Tennessee,Greenville Community Hospital,1420 Tusculum Blvd,Greenville,Drive-thru,,833-822-5523,,https://www.tn.gov/health/cedep/ncov/remote-assessment-sites.html
Tennessee,Hardin County Health Department at First Baptist Church,145 Main St.,Savannah,Drive-thru,9-noon,731-925-4476,,https://www.tn.gov/health/cedep/ncov/remote-assessment-sites.html
Tennessee,Henry County Health Department,803 Joy St,Paris,Drive-thru,M-F 8:30-4,731-642-4025,,https://www.tn.gov/health/cedep/ncov/remote-assessment-sites.html
Tennessee,Henry County Health Department at Bethel University Paris Campus,302B Tyson Avenue,Paris,Drive-thru,9am to 3pm.,731-642-4025,,
Tennessee,Hilton Memphis,939 Ridge Lake Blvd.,Memphis,Drive-thru,09:00 am 4:00 pm,,,https://www.thelittleclinic.com/drivethru-testing
Tennessee,HOPE Family Health Services,10427 Highway 52 West,Westmoreland,Drive-thru,,615-644-9378,Call Ahead,https://www.tn.gov/health/cedep/ncov/remote-assessment-sites.html
Tennessee,Jackson Fairgrounds,800 South Highland Ave.,Jackson,Drive-thru,9 a.m. to 4 pm.,833-556-2476,,
Tennessee,Laboratory Service Center and Physician Services in Cleveland,"2650 Executive Park NW, Suite 5",Cleveland,Drive-thru,SS 8 a.m. to 6 p.m. MF 8:30 am - 5pm,,"$200, free for first responders",https://docs.google.com/forms/d/e/1FAIpQLSd-rjftzLBmCasNorsXdaEPzoavLTf3nYFHkI59_mjae7b8NA/viewform
Tennessee,Loudon County Health Department,600 Ryder Ave.,Loudon,Drive-thru,9 a.m. to noon,833-556-2476,,
Tennessee,Macon County Health Department at Lafayette Missionary Baptist Church,302 College St,Lafayette,Drive-thru,,615-555-2142,,
Tennessee,Mcnairy County Health Department,725 East Poplar Avenue,Selmer,Drive-thru,M-F 1:30p-3:30p,731-645-3474,free,https://www.tn.gov/health/cedep/ncov/remote-assessment-sites.html
Tennessee,MedPost Urgent Care,1520 Bonnie Lane,Cordova,Clinic,Daily 8AM—8PM,901-791-9060,,https://www.carespot.com/covid19-visitor-info/
Tennessee,Meharry Medical College,1005 Dr DB Todd Jr Blvd,Nashville,Drive-thru,MWF 9- 3,615-862-7777,need phone screening,https://www.tennessean.com/story/news/health/2020/03/27/nashville-and-meharry-coronavirus-testing-centers-open-next-week/2926480001/
Tennessee,Monroe County Health Department,3469 New Highway 68,Madisonville,Drive-thru,9 a.m. to noon,833-556-2476,,
Tennessee,Montgomery County Health Department,330 Pageant Lane,Clarksville,Drive-thru,9 a.m. to noon,931-648-5746,,https://www.tn.gov/health/cedep/ncov/remote-assessment-sites.html
Tennessee,Mt. Juliet Community Center,1075 Charlie Daniels Pkwy.,Mt. Juliet,Drive-thru,8:30AM-4:30PM,,,https://www.thelittleclinic.com/drivethru-testing
Tennessee,Nissan Stadium,1 Titans Way,Nashville,Drive-thru,MWF 9- 3,615-862-7777,need phone screening,https://www.tn.gov/health/cedep/ncov/remote-assessment-sites.html
Tennessee,Oakland First Baptist Church,8695 U.S. Highway 64,Somerville,Drive-thru,noon to 3 p.m.,833-556-2476,,
Tennessee,One Stop Family Clinic,2994 S Church St,Murfreesboro,Drive-thru,M-F 8:30-5:30,615-900-4045,call ahead,https://www.tn.gov/health/cedep/ncov/remote-assessment-sites.html
Tennessee,Physicians Care,"419 N Market St, Suite 100",Chattanooga,Clinic,Mon—Fri 8AM—7PM; Sat—Sun 8AM—2PM,423-414-3012,,https://www.urgentteam.com/coronavirus-covid-19/
Tennessee,Physicians Care,4747 Hwy 58,Chattanooga,Clinic,Mon—Fri 8AM—5PM; Sat—Sun 8AM—noon,423-834-9400,,https://www.urgentteam.com/coronavirus-covid-19/
Tennessee,Physicians Care,4490 Hixson Pike,Chattanooga,Clinic,Mon—Fri 8AM—7PM; Sat 8AM—noon,423-875-0700,,https://www.urgentteam.com/coronavirus-covid-19/
Tennessee,Physicians Care,403 McBrien Rd,Chattanooga,Clinic,Mon—Fri 8AM—7PM; Sat—Sun 8AM—2PM,423-894-3589,,https://www.urgentteam.com/coronavirus-covid-19/
Tennessee,Physicians Care,2021 Hamilton Pl Blvd,Chattanooga,Clinic,Mon—Fri 8AM—6PM; Sat—Sun 8AM—2PM,423-899-6222,,https://www.urgentteam.com/coronavirus-covid-19/
Tennessee,Physicians Care,1494 Stuart Rd,Cleveland,Clinic,Mon—Fri 8AM—5PM; Sat 8AM—noon,423-648-7699,,https://www.urgentteam.com/coronavirus-covid-19/
Tennessee,Physicians Care,455 Chickamauga Dr,Dayton,Clinic,Mon—Fri 8AM—5PM; Sat 8AM—noon,423-570-0252,,https://www.urgentteam.com/coronavirus-covid-19/
Tennessee,Physicians Care,625 E 12th St,South Pittsburg,Clinic,Mon—Fri 8AM—5PM; Sat 8AM—noon,423-648-4460,,https://www.urgentteam.com/coronavirus-covid-19/
Tennessee,Rainbow Kids Clinic,111 Otis Smith Dr,Clarksville,Drive-thru,M-F 8-5; Sa 8-12,931-553-6666,existing patients only,https://www.tn.gov/health/cedep/ncov/remote-assessment-sites.html
Tennessee,Riverside Pkwy Emissions Testing,1620 Riverfront Pkwy,Chattanooga,Drive-thru,8:30 a.m. to 12:30 p.m. SS,423-209-8393,Walk up,https://www.tn.gov/health/cedep/ncov/remote-assessment-sites.html
Tennessee,Roan State Community College,276 Patton Lane,Harriman,Drive-thru,9 a.m. to 4 p.m.,833-556-2476,,
Tennessee,Robertson County Fairgrounds,4635 U.S. Highway 41,Springfield,Drive-thru,11 a.m. to 3 p.m.,833-556-2476,,https://www.tn.gov/health/cedep/ncov/remote-assessment-sites.html
Tennessee,Rutherford County Health Department,100 West Burton St.,Murfreesboro,Drive-thru,9 a.m. to noon,833-556-2476,,
Tennessee,Scott County Health Department,344 Court St.,Huntsville,Drive-thru,9 a.m. to noon,833-556-2476,,
Tennessee,Shelbyville Central High School,401 Eagle Blvd.,Shelbyville,Drive-thru,9 a.m. to noon,833-556-2476,,https://www.tn.gov/health/news/2020/4/15/covid-19-drive-through-testing-locations-open-this-weekend-statewide.html
Tennessee,Summit Medical Group,933 W Race Street,Kingston,Drive-thru,,865-882-0105,Summit Medical Group patients only,
Tennessee,Sycamore Shoals Hospital,1501 W Elk Ave,Elizabethton,Drive-thru,,,,https://www.tn.gov/health/cedep/ncov/remote-assessment-sites.html
Tennessee,Tennessee Smokies Baseball Stadium,3540 Line Drive,Kodak,Drive-thru,9 a.m. to 4 p.m.,833-556-2476,,
Tennessee,Tiger Lane,450 Early Maxwell Blvd,Memphis,Drive-thru,,901-203-5526,text covid to the number,
Tennessee,Union County Health Department,4335 Maynardville Highway,Maynardville,Drive-thru,9 a.m. to noon,833-556-2476,,
Tennessee,Urgent Team,8350 Hwy. 64 Suite 103,Bartlett,Clinic,Mon—Fri 8AM—5PM; Sat 9AM—5PM; Sun 1PM—5PM,901-730-6003,,https://www.urgentteam.com/coronavirus-covid-19/
Tennessee,Urgent Team,2147 Wilma Rudolph Blvd Suite 102,Clarksville,Clinic,Mon—Fri 8AM—5PM; Sat 9AM—5PM; Sun 1PM—5PM,931-241-4115,,https://www.urgentteam.com/coronavirus-covid-19/
Tennessee,Urgent Team,2224 Madison St Suite B,Clarksville,Clinic,Mon—Fri 8AM—5PM; Sat 9AM—5PM; Sun 1PM—5PM,931-503-7015,,https://www.urgentteam.com/coronavirus-covid-19/
Tennessee,Urgent Team,1466 Tiny Town Rd Suite C,Clarksville,Clinic,Mon—Fri 8AM—5PM; Sat 9AM—5PM; Sun 1PM—5PM,931-503-7093,,https://www.urgentteam.com/coronavirus-covid-19/
Tennessee,Urgent Team,1690 Fort Campbell Blvd,Clarksville,Clinic,Mon—Fri 8AM—6PM; Sat 9AM—5PM; Sun 1PM—5PM,931-648-4838,,https://www.urgentteam.com/coronavirus-covid-19/
Tennessee,Urgent Team,650 S Jefferson Ave Suite 101,Cookeville,Clinic,Mon—Fri 8AM—6PM; Sat 9AM—5PM; Sun 1PM—5PM,931-303-0958,,https://www.urgentteam.com/coronavirus-covid-19/
Tennessee,Urgent Team,2395 Lake Rd,Dyersburg,Clinic,Mon—Fri 8AM—5PM; Sat 9AM—5PM; Sun 1PM—5PM,731-882-1958,,https://www.urgentteam.com/coronavirus-covid-19/
Tennessee,Urgent Team,509 Hillsboro Rd,Franklin,Clinic,Mon—Fri 8AM—5PM; Sat 9AM—5PM; Sun 1PM—5PM,615-472-2139,,https://www.urgentteam.com/coronavirus-covid-19/
Tennessee,Urgent Team,15 Old Humboldt Rd Suite D,Jackson,Clinic,Mon—Fri 8AM—5PM; Sat 9AM—5PM; Sun 1PM—5PM,731-256-6456,,https://www.urgentteam.com/coronavirus-covid-19/
Tennessee,Urgent Team,1905 Gallatin Pike N,Madison,Clinic,Mon—Fri 8AM—5PM; Sat 9AM—5PM; Sun 1PM—5PM,615-338-7041,,https://www.urgentteam.com/coronavirus-covid-19/
Tennessee,Urgent Team,525 W Broadway Ave,Maryville,Clinic,Mon—Fri 8AM—7PM; Sat 8AM—noon,865-268-4265,,https://www.urgentteam.com/coronavirus-covid-19/
Tennessee,Urgent Team,2636 W Andrew Johnson Hwy,Morristown,Clinic,Mon—Fri 8AM—7PM; Sat—Sun 8AM—2PM,423-200-3225,,https://www.urgentteam.com/coronavirus-covid-19/
Tennessee,Urgent Team,2445 Memorial Blvd Suite C,Murfreesboro,Clinic,Mon—Fri 8AM—5PM; Sat 9AM—5PM; Sun 1PM—5PM,615-217-6900,,https://www.urgentteam.com/coronavirus-covid-19/
Tennessee,Urgent Team,1144 Fortress Blvd Suite K,Murfreesboro,Clinic,Mon—Fri 8AM—5PM; Sat 9AM—5PM; Sun 1PM—5PM,615-809-3541,,https://www.urgentteam.com/coronavirus-covid-19/
Tennessee,Urgent Team,4726 Lebanon Pike,Nashville,Clinic,Mon—Fri 8AM—5PM; Sat 9AM—5PM; Sun 1PM—5PM,615-475-8179,,https://www.urgentteam.com/coronavirus-covid-19/
Tennessee,Urgent Team,3024 Gallatin Pike,Nashville,Clinic,Mon—Fri 7AM—7PM; Sat 8AM—6PM; Sun 1PM—5PM,615-665-4400,,https://www.urgentteam.com/coronavirus-covid-19/
Tennessee,Urgent Team,2662 Memorial Blvd,Springfield,Clinic,Mon—Fri 8AM—5PM; Sat 9AM—5PM; Sun 1PM—5PM,615-380-8411,,https://www.urgentteam.com/coronavirus-covid-19/
Tennessee,Urgent Team,1802 N Jackson St Suite 850,Tullahoma,Clinic,Mon—Fri 8AM—6PM; Sat 9AM—3PM; Sun 1PM—5PM,931-563-5501,,https://www.urgentteam.com/coronavirus-covid-19/
Tennessee,Volunteer High School,1050 Volunteer St.,Church Hill,Drive-thru,9 a.m. to 3 pm.,833-556-2476,,
Tennessee,Walgreens,3502 Summer Ave,Memphis,Drive-thru,9am-5pm,,Appointment only – complete questionnaire: Walgreens.com/Covid19Testing,https://www.walgreens.com/findcare/covid19/testing?ext=goodrx
Tennessee,Weakley County Health Department,9852 Highway 22,Dresden,Drive-thru,9 a.m. to noon,833-556-2476,,
Tennessee,Williamson County Agricultural Expo Park,4215 Long Lane,Franklin,Drive-thru,10 a.m. to 2 p.m.,,,http://www.williamsonready.org/276/Health-Department-Testing
Tennessee,Wilson County Health Department,927 E. Baddour Parkway,Lebanon,Drive-thru,9 a.m. to noon,833-556-2476,,https://www.wilsoncountytn.gov/county-mayor/mayor-s-latest-blog/entry/tornado-debris-clean-up
Tennessee,Woodland Park,821 West Ninth St.,Columbia,Drive-thru,9 a.m. to noon,833-556-2476,,
Tennessee,Zoo Knoxville,3500 Knoxville Zoo Drive,Knoxville,Drive-thru,10 a.m. to 5:30 p.m.,833-556-2476,,https://www.knoxnews.com/story/news/local/2020/04/03/knoxville-offers-drive-thru-coronavirus-testing-zoo-supply-drive/2941150001/
Texas,Abilene Diagnostic Clinic,1665 Antilley Road,Abilene,Drive-thru,M-F 8-7; Sa 8-5; Su 10-5,325-437-8602,call ahead,
Texas,Affinity Urgent Care,3128 Hwy 35 South,Alvin,Clinic,"Monday to Friday, 8:00am to 5:00pm. Select clinics are open on Saturdays, 8:00am to 12:00pm.",281-886-8964,,https://mdmedicalgroup.us/drive-thru-testing-for-covid-19-dfw-locations/
Texas,Affinity Urgent Care,"2808 61st Street, Suite 200",Galveston,Clinic,"Monday to Friday, 8:00am to 5:00pm. Select clinics are open on Saturdays, 8:00am to 12:00pm.",281-886-8964,,https://mdmedicalgroup.us/drive-thru-testing-for-covid-19-dfw-locations/
Texas,Affinity Urgent Care,2600 FM 1764 Suite 190,La Marque,Clinic,"Monday to Friday, 8:00am to 5:00pm. Select clinics are open on Saturdays, 8:00am to 12:00pm.",281-886-8964,,https://mdmedicalgroup.us/drive-thru-testing-for-covid-19-dfw-locations/
Texas,AllMedPhysicians,1760 FM 967,Buda,Drive-thru,,,www.AllMedPhysicians.com Sign in to Patient Portal to request an appointment for test,
Texas,American Airlines Center,2500 Victory Blvd,Dallas,Drive-thru,8am to 5pm,,senior age with high temp,http://www.americanairlinescenter.com/arena-information/covid-19
Texas,"Angelo State University, Foster Field",2601 W Ave N,San Angelo,Drive-thru,M - F 9 am to 5 pm,325-481-2050,,https://www.shannonhealth.com/education-and-resources/covid-19-information/
Texas,Austin / Travis County Public Health,15 Waller St,Austin,Drive-thru,,,High Priority Cases,
Texas,Austin Emergency Center South Lamar,4014 South Lamar Blvd,Austin,Drive-thru,,512-774-5780,,https://austiner.com/
